10-DeBiGa-telephone
1 208 3318400
1 978 2561300
86 543 4868888
86 755 26980311
852  24050088
7 495 3802810
41 81 7716161
49 6151 920
86 24 25811820
81 3 59621171
60 3 86598800
32 51 239211
358 6 00081881
91 22 61787000
86 576 85225086
351 21 0013500
1 517 5436400
1 212 3647800
974  44998111
62 21 5237788
1 626 3500537
357 25 212382
852  37985711
1 781 8487100
852  21976000
1 678 2812020
81 3 52111800
81 3 67136111
1 717 2912411
886 3 5636666
91 11 29565666
39 02 25841
66 21 655555
82 2 20226000
1 204 8312244
66 23 438900
60 3 21782288
81 3 32650211
254 20 8644000
86 28 67575627
1 441 2421500
852  28273668
8225508800
62 21 57942080
60 3 95436688
86 633 8388822
91 33 66033300
44 1932 580555
1 727 2142974
1 404 4432900
""
46 10 1280000
86 10 84427227
55 61 34932929
1 214 9326600
86 533 2166666
86 311 66500923
92 42 35716351
1 713 8714000
64 9 3755998
33 4 76927500
62 21 23528000
81 6 62815695
1 212 4193000
62 21 29976767
886 2 82261000
212 52 2678300
46 247 44400
34 913 966300
39 081 5166111
1 312 5684200
62 21 29650800
51 1 2136565
1 678 5666500
41 44 4682449
1 441 2979901
1 917 5126452
8657685991096
86 755 86393989
44 1753 480200
63 2 88946431
1 416 9606990
1 978 7775410
1 303 7962850
65 6 6020200
84 4 37683683
62 21 2512121
""
852  26107116
44 20 33250662
41 44 9228111
886 2 23455588
91 11 41222500
41 41 8751100
47 2 4130000
1 508 6503000
47 55 270000
81 3 51572111
886 43 6000999
52 614 4423100
1 301 6575560
46 31 109570
""
81 82 2455151
81 3 62143831
1 423 8211212
1 248 5040500
34 93 3787878
1 303 2002000
81 3 32784333
63 2 86676388
86 755 36307065
57 1 7464000
1 408 5174710
1 561 6828000
81 3 36680551
81 3 68979500
82 31 3505600
81 22 2671111
91 22 67710000
886 48 526171
81 3 57856325
81 45 4011441
1 405 7226900
""
86 379 60339688
44 1634 848944
886 2 77201888
61 3 92928824
90 216 6550000
55 16 39819000
81 78 2328018
886 2 25925252
62 21 8413630
82 32 6804700
852  25078866
33 1 64474500
1 410 4271700
358 9 1211
1 516 6087000
86 535 8266009
31 20 3125000
880 2 9563040
60 3 79858288
63 88 83000
61 2 93848100
81 3 55711500
1 319 3995700
973 1 7881881
49 7961 9210
1 404 6396500
86 511 86900876
""
1 301 5925181
852  27654321
81 3 52931700
49 421 20208
1 740 7351104
61 3 98971121
61 8 94101111
675 3 225599
1 514 3364144
1 615 8902020
91 22 66656666
1 801 2531600
1 205 8774400
20 2 38276000
1 646 4306000
86 371 63987832
886 2 27857888
52 55 41707070
81 3 38390077
60 3 92352288
1 604 5580560
91 512 2371478
30 21 08185000
886 2 87892000
86 25 56677150
1 717 2252709
1 410 8436100
1 914 5246800
1 714 5002440
86 10 83052461
44 1392 446677
84 4 62760068
86 591 87085777
852  25192288
1 408 5330288
1 763 5401200
91 11 25782926
965  1802080
55 31 32501548
20 2 35724711
1 305 5692000
1 972 5386000
961 1 335200
234 1 2717400
1 415 9064324
1 203 3528600
1 757 5199300
1 702 8914284
49 9951 9420
1 510 8975200
1 423 8995898
1 704 5415351
1 978 6007000
86 591 63158888
57 4 3266600
44 1902 711811
48 12 3707000
81 29 8222215
55 62 38788150
1 501 8500820
56 2 4765200
""
82 2 4106000
1 301 6820600
49 6222 3080
86 27 85714295
45 70 102244
1 216 4479000
1 612 3798854
971 4 2121000
1 317 8086000
91 22 42861000
852 2 8663718
81362121711
52 477 7104699
1 717 3970611
91 80 28082808
230 203 2000
81 11 2611311
1 904 3579100
886 2 25597171
91 22 40812882
81 3 66282400
886 2 22183588
27 11 5308040
63 2 86338555
47 31 271000
1 408 5792800
1 972 4537000
1 713 9964700
49 2392 520
886 2 23250000
86 571 88210880
350 200 49800
62 21 5213383
49 6864 810
81 46 3961451
32 2 7029200
47 91 502002
1 512 7773800
30 21 19994000
86 755 29918999
1 954 9581200
44 113 2814200
1 212 2777100
46 222 44000
91 22 66663800
66 29 985000
212 52 2545555
91 22 25194416
91 124 2290693
48 22 5981110
61 3 96506500
1 216 8755458
62 25 669000
81 3 52137211
""
1 920 4917012
1 703 5611600
1 650 2516100
81 75 3612211
1 858 6177600
44 1225 442244
44 20 79386000
49 211 45680
61 3 96778888
55 1 130049680
""
82 2 15662771
1 604 6090598
63 2 88855555
1 954 5810922
1 858 9091800
1 404 3001000
34 916 230500
1 704 7311522
1 404 6592424
1 816 7014600
886 2 21621177
1 713 3542500
27 11 7791300
886 2 27025055
386 1 4772000
34 948 198444
27 11 7196300
1 240 2682000
39 04 96985111
61 7 32280000
81 86 2233110
86 23 63075707
1 716 7244000
""
84 283 8294083
1 416 3604710
852  25987831
1 212 8693000
1 757 2594280
91 79 26599000
81 3 63617200
34 917 099230
61 8 94823111
86 10 57330087
1 855 2839237
1 310 2977706
1 650 3327600
1 941 4801600
1 303 8466000
385 1 4911000
81 3 32388030
1 708 8676777
60 3 21420155
61 2 98107816
886 3 5887888
81 3 67587200
1 904 5987000
27 11 3217200
""
66 27 949999
1 408 9078000
62 21 30026200
82 2 60067777
86 379 64088999
44 20 88134321
61 8 93604700
60 3 27260088
61 3 83521400
62 21 8403883
82 2 21940300
353 1 7728000
886 5 5573966
351 21 3823007
81 75 2012000
81 75 8613151
81 3 56841455
1 203 4227700
61 8 82238000
1 306 9566200
81 6 62665111
1 309 6921000
1 717 6376644
525552767250
56 2 26575000
""
1 310 9780516
1 425 5511500
60 3 77269210
974  40155577
1 713 3694700
86 21 35907000
1 414 3476480
60 3 27812999
1 801 9547100
81 42 6421701
91 33 22299724
1 312 8272800
1 501 9782218
1 713 6939300
886 2 27239999
81 89 9071037
33 3 87395500
86 28 85183501
66 22 961096
86 22 59623217
86 20 32290420
86 931 4900608
64 9 5740100
44 344 8110000
49 611 60290
44 1738 442111
1 805 5251245
63 2 88163453
82 2 5135500
1 604 2513132
86 591 83979997
81 6 64832609
86 753 7887036
48 33 8446000
7 495 5453838
1 805 5853434
1 218 7398200
60 3 22641188
1 540 5426300
81 3 67521111
82 2 22404000
81 47 7101111
86 10 56306096
1 302 6365400
1 630 3755461
1 604 6843123
971  25110000
""
90 216 5607000
966 1 26098394
31 20 7147140
81 76 6321073
1 855 5643198
41 62 7461111
81 3 36685171
82 61 3450114
1 425 2969956
81 3 36661361
1 916 4032123
852  28098188
1 646 7913414
886 3 5751888
1 604 2184766
853 8 8021884
27 21 4607911
46 40 6359000
1 617 3749600
44 20 70984384
1 479 4649944
86 21 20292200
1 212 5892700
1 630 9542000
91 40 23786300
1 865 4585478
1 508 6612200
965  22988087
1 610 4012900
91 124 6681199
84 4 38272289
1 610 6605610
""
86 28 86690021
1 587 9523000
1 980 4743700
852 2 3778888
81 3 32113041
1 305 5798000
1 302 6587581
1 713 9614600
41 21 2121010
81 270 241211
81 75 3211111
1 414 3906100
39 010 24011
33 1 55805100
62 21 5735555
86 411 83643215
358 10 4261
86 512 68253260
81 42 5431111
86 22 26736999
506 2 4376700
1 212 3434190
86 29 88320076
1 859 3577777
61 2 94286555
44 1727 815850
1 949 2977000
65 684 12000
86 29 89254088
44 1481 737217
852  25993000
86 596 2301955
1 913 3449200
86 871 65625802
91 129 2588500
62 21 80679200
81 44 4353000
""
1 603 4228090
81 3 67480001
1 415 5580200
92 21 35681391
81 26 8811100
86 533 7871008
1 312 6216200
1 972 6732000
33 4 92087100
1 860 5837070
1 301 2155500
1 662 6802000
1 954 7662800
60 3 21491999
1 416 3861067
86 24 25806963
""
60 3 78012288
886 2 77278168
65 6 2652333
81 568 771111
31 20 5906911
1 203 5782202
1 312 2791400
86 21 52310063
""
91 22 24930621
47 66 799100
7 812 4318795
972 3 5454900
81 3 63880707
""
81 92 4523600
44 20 32499000
886 7 7871008
61 8 92321000
1 416 4797000
86 755 83002400
63 2 7983977
886 3 4871919
1 877 8557243
81 89 9797019
86 871 68319868
353 1 4689000
86 10 52269718
1 408 5481000
1 217 2353311
852  28722628
1 214 9997640
34 946 719700
81 48 9919611
1 781 5655000
56 2 28377600
886 2 22996000
1 609 6081525
62 21 5745808
91 22 66480480
86 571 56030516
852  25268802
852  22723680
1 720 2836120
49 6181 6102740
1 408 4043600
81 3 38225036
86 755 82416868
62 21 29345888
27 21 4817560
1 308 2368491
91 755 4029999
852  39608000
352  4818281
44 115 9500885
1 402 6023777
1 818 2122250
44 1756 705000
1 718 3920200
1 831 2746500
1 781 6389050
1 416 3066317
1 888 7227871
1 412 2881900
1 888 4827768
1 410 4546758
49 40 538010
1 334 6739763
91 161 2228943
1 414 3586600
81 3 68430024
1 214 3579588
1 805 4135300
66 27 977000
44 1753 837000
81 3 68046907
1 514 9871084
""
55 47 40098181
1 612 8351874
1 310 4787808
39 039 23961
1 949 3662183
51 1 2192000
1 416 9472578
886 2 25362951
1 503 7274100
1 770 7218800
81 566 812111
49 931 9090
55 31 36158153
86 10 57806688
44 20 76288000
1 516 2687400
62 21 29953000
1 408 2405500
34 944 793787
61 3 00360795
1 203 9690666
81 3 56571000
852  31883118
1 703 9483200
1 816 8607000
852  28790111
1 215 5646600
61 8 83382833
32 2 6611211
44 20 89555505
81 52 5643311
1 214 4459600
81 79 2731061
1 830 3791480
1 412 9816000
1 212 4921100
15098351500
62 21 25601011
1 419 6260830
55 84 32041100
1 415 4187506
86 10 58158717
86 10 82688606
1 716 8266500
1 217 7892500
91 22 26533333
62 21 8564850
52 81 80474200
41 41 7577700
1 215 9971800
82 31 2609300
39 055 3360780
60 3 33623098
1 216 6762000
1 504 2995208
51 51 71818
47 2 2864410
45  70202728
44 20 70027051
1 812 6344000
358 3 00472220
41 31 3766450
972 9 9598840
86 573 82793013
44 20 77281000
30 21 06968000
52 55 91266000
1 310 8878500
46 431 442290
81 26 2271182
86 24 83662115
7 495 6697999
1 780 4238888
86 20 38161888
44 20 78960011
61 2 99947000
61 8 93161255
81 27 2521111
86 535 6723532
1 585 6476400
44 20 35452000
1 571 3025757
33 1 53984747
60 3 23315000
1 516 8699000
81 3 42218900
86 769 82955232
358 3 063311
81 3 56518800
46 31 7500000
82 31 3791761
86 28 85527507
886 3 5727000
82 32 4553114
1 305 8942200
1 605 9782908
91 44 25307172
86 21 68406213
33 1 39414000
886 4 25565101
44 1793 757700
33 3 84570077
55 11 21284700
1 770 2707600
41 58 7872525
1 612 7585255
886 3 4837937
55 41 21417504
81 45 9411888
61 3 88254100
1 609 6659533
1 414 2716755
7 717 2580659
81 6 62311144
1 707 7634784
1 617 7968350
60 3 79656000
1 248 3527300
1 315 9268100
65 6 2651766
82448600532
1 630 5157700
57 5 3713444
86 579 86557527
86 631 5305527
86 573 85583256
45 56 771500
81 3 35967400
81 832 235511
1 843 7402300
81 3 35977215
49 611 3480
49 711 346580
1 212 8254331
81 3 53128706
1 210 2204011
91 124 4415600
1 724 7768600
30 2721 069213
966 1 14798888
81 52 9336000
852  28790111
49 5976 9450
86 21 33396637
40 269 201020
1 512 3949384
1 732 5282600
974  44253333
39 80 0155155
51 1 3116000
86 10 64398099
852  21383938
44 20 75143999
1 877 4454581
1 514 2847192
86 575 85211969
90 216 5242500
91 20 67042777
1 212 5033500
886 2 82280886
1 778 3315500
91 44 45614700
1 402 4582370
1 218 2795000
52 55 52698000
1 713 3256000
39 0342 528111
1 408 5725200
44 1624 645999
91 80 67064000
34 954 937000
1 615 7443700
30 21 06178400
1 704 3570022
1 281 9297700
1 626 7652000
45 44 684468
1 650 8377000
46 8 4640000
86 375 3804064
86 592 6884968
1 440 9472211
1 816 2342000
1 509 4890500
1 863 2934710
56 2 24604000
45 45 747474
1 800 5140186
91 22 39829999
56 2 24216000
1 918 7425531
44 20 74279000
44 1274 740740
86 519 86163673
27 10 7532430
91 22 25751000
86 27 85793003
81 3 57440511
81 75 5414311
81 3 53082111
81 6 71660077
55 85 40055736
81 6 64418231
386 1 4747200
31 10 4002911
82 2 22705114
60 3 21725228
1 888 5128906
81 6 63873411
56 2 29376600
81 45 6207410
1 970 2214670
40 264 407150
1 208 3882200
852  28433111
852  22951555
60 3 21491999
66 27 103400
