05-MalPatSaj-assets
doll_958.78 b
"doll_5,518.51 b"
doll_576.04 b
"doll_3,954.69 b"
"doll_4,746.95 b"
doll_420.55 b
doll_381.19 b
"doll_4,561.05 b"
"doll_3,238.22 b"
doll_552.46 b
doll_359.27 b
doll_340.39 b
"doll_4,192.84 b"
doll_358.88 b
doll_338.92 b
doll_404.38 b
"doll_1,587.11 b"
"doll_1,939.71 b"
doll_366.6 b
doll_551.62 b
doll_392.6 b
doll_221.24 b
doll_244.86 b
"doll_1,451.2 b"
doll_638.26 b
doll_239.53 b
"doll_2,394.11 b"
doll_252.99 b
doll_293.46 b
"doll_1,975.08 b"
doll_283.37 b
doll_275.9 b
doll_276.25 b
doll_165.99 b
"doll_1,324.62 b"
"doll_1,222.23 b"
"doll_1,589 b"
"doll_2,957.94 b"
"doll_2,995.89 b"
doll_182.02 b
doll_295.48 b
doll_240.5 b
doll_181.48 b
doll_418.94 b
doll_292.05 b
"doll_1,377.94 b"
doll_152.71 b
doll_839.85 b
doll_360.47 b
doll_287.27 b
doll_168.41 b
"doll_1,398.48 b"
doll_204.46 b
doll_192.59 b
"doll_1,350.32 b"
doll_260.48 b
"doll_1,814.78 b"
"doll_3,176.37 b"
doll_139.35 b
doll_257.04 b
doll_142.5 b
"doll_1,830.4 b"
doll_120.22 b
doll_277.28 b
doll_174.68 b
doll_340.56 b
doll_146.53 b
doll_135.88 b
doll_244.72 b
doll_147.12 b
doll_769.88 b
doll_101.32 b
doll_334.88 b
doll_759.71 b
doll_105.72 b
doll_71.88 b
doll_196 b
doll_164.22 b
doll_195.33 b
doll_410.15 b
doll_219.41 b
doll_102.9 b
doll_391 b
doll_151.02 b
doll_937.58 b
doll_92.38 b
doll_105.69 b
doll_100.49 b
doll_979.3 b
doll_521.83 b
doll_127.51 b
doll_94.26 b
doll_219.37 b
doll_203.31 b
doll_181.75 b
"doll_1,370.59 b"
"doll_1,200.75 b"
doll_133.28 b
doll_136.74 b
doll_69.41 b
doll_186.05 b
"doll_1,117.18 b"
doll_193.22 b
doll_178.13 b
doll_374.72 b
doll_696.51 b
doll_835.97 b
"doll_1,247.94 b"
doll_161.4 b
doll_235.33 b
doll_156.99 b
doll_432.38 b
doll_109.31 b
doll_94.35 b
doll_108.64 b
doll_548.83 b
doll_804.51 b
doll_89.61 b
doll_410.49 b
doll_95.12 b
"doll_2,358.5 b"
doll_129.16 b
doll_63.08 b
doll_141.28 b
doll_85.4 b
doll_143.39 b
"doll_2,176.62 b"
doll_90.66 b
doll_107.14 b
"doll_1,215.67 b"
doll_691.18 b
doll_586.52 b
doll_102.41 b
doll_123.42 b
doll_75.2 b
doll_161.2 b
doll_95.81 b
doll_372.3 b
doll_82.79 b
doll_119.73 b
doll_102.18 b
doll_681 b
doll_544.34 b
doll_133.69 b
doll_116.57 b
doll_94.14 b
doll_196.8 b
"doll_1,261.96 b"
doll_81.93 b
doll_53.81 b
doll_753.83 b
doll_62.13 b
doll_79.61 b
doll_280.16 b
"doll_1,874.94 b"
doll_358.97 b
"doll_2,614.33 b"
doll_92.68 b
doll_83.39 b
doll_664.52 b
doll_72.27 b
doll_46.33 b
doll_84.11 b
doll_75.14 b
doll_541.25 b
doll_73.22 b
doll_92.49 b
doll_91.8 b
doll_80.93 b
doll_81.08 b
doll_256.25 b
doll_51.51 b
doll_152.65 b
doll_677.03 b
doll_174.18 b
doll_92.73 b
doll_113.75 b
doll_234.91 b
doll_82.45 b
doll_151.17 b
doll_65.98 b
doll_296.89 b
"doll_1,081.81 b"
doll_44.32 b
doll_64.47 b
"doll_1,957.58 b"
doll_81.61 b
doll_90.51 b
doll_677.51 b
doll_219.65 b
doll_63.7 b
doll_707.08 b
doll_378.81 b
doll_121.1 b
doll_52.21 b
doll_63.34 b
doll_124.2 b
doll_304.19 b
doll_669.03 b
doll_418.7 b
doll_42.82 b
doll_48.91 b
