01-DDD-stage
series e
series f
unattributed - ii
series e
series f
private equity
series d
secondary market
line of credit - ii
series e - ii
corporate minority
series e
series d
unattributed vc
series d
debt - iii
series f
series e
series d
series g
corporate minority
series d
series e
series f
line of credit
line of credit
series c
series d
series f - iii
convertible note
series c
series a
series c
series c
series b
corporate minority - ii
series e
series b
unattributed - iii
line of credit - ii
debt
seed vc - ii
series d
series e
corporate minority
series f
series e - ii
unattributed
shareholder liquidity
series d - iii
line of credit - iii
series b
series e
series d
series c
series c
series d
unattributed vc
series d
series b
none
series e
none
series b
unattributed
series e
series c
series d
series c
none
series b
series b - ii
series b
series e
series b - ii
series d
seed vc
series b
series c - ii
series c
series c
series d - iii
private equity - iii
private equity
series d
series d
series f
series b
series c
unattributed
series c
series b
series i
series c
series c
debt - ii
series b
unattributed vc
grant - ii
series c
private equity
series a - ii
line of credit
series e
series e
series c - ii
debt
incubator/accelerator
series b
series e - ii
series d - iii
series c
series d
series b
series f
corporate minority
acquired
series b
acquired
series e
series f
series j
series e
series c
debt - iv
corporate minority
unattributed
series c
convertible note
series c - ii
series c
series f - iii
series b
growth equity - ii
series b
series c
series e - ii
convertible note
option/warrant - ii
series e
series a - ii
incubator/accelerator
series b
series e
series d
series e
series c - ii
series d - ii
series b
line of credit
unattributed
private equity - ii
series c - iii
series c - ii
private equity - ii
series b
option/warrant
series c
series d - ii
series e
seed
series d
series e
series b
unattributed
series d
series e
series d
series e
series e
series d
series d
series d
series b
series b
growth equity - ii
series d - ii
series c
series c
series e
series b
series d - ii
series b
series c - iii
none
unattributed vc
seed
series e
series b
series c - ii
series d
series d - ii
none
series d
debt
series a
series c - ii
series d
series e
series c
series d
unattributed vc
series e
series d
corporate minority
series e
series b
series c
series e - ii
series f
series c
series d
series f
series e - ii
series e
unattributed
incubator/accelerator - iii
series e
series d
series e
series a
series c
series c
none
series c
private equity - iii
series c - iii
secondary market
loan
series d
series f
angel
series c
series d - iii
series c
series d
series h
series b - ii
series a - ii
series e
series c - ii
series f
corporate minority
series c
series d
series c - iii
series b
unattributed
series d
series d - ii
series d
corporate minority
private equity
private equity - ii
series d
corporate minority
series c - ii
series d
series b
series c - ii
recap
series f - ii
series f
series a
loan
series e
acquired
private equity
crowdfunding - iii
series a - ii
series b
corporate minority
series e
incubator/accelerator
recap
series g
series g
series d
series a - ii
unattributed
series d
series e
series c
series d
line of credit
series e
seed vc - iv
unattributed vc
series e
series c
series a
secondary market
series d
unattributed
angel - ii
series c
series b
series d
seed vc
secondary market
series d
series c
other investors
series c
series c
series a
series c
series d
ipo
series e
series b
series c - ii
angel
series c
series d
series c
series g
acq - pending
series c
acquired
series d
series b
private equity
series b
private equity
series b
unattributed vc
angel - ii
series e
series c
series c
private equity - ii
series c - ii
series d
series a
series b
series c
debt - ii
series e
secondary market
debt - ii
angel
series d
